"","latitude","longitude"
"14931879",48.5647,-110.3028
"14932891",48.3531,-106.8425
"14933324",48.2064,-106.6256
"14934403",47.7086,-107.2658
"14935419",48.1925,-106.6383
"14936497",47.1064,-104.7183
"14937573",47.1056,-104.7189
"14938037",48.9753,-111.3989
"14938791",44.965,-113.0042
"14939864",47.0256,-108.8036
"14940938",47.1889,-108.6553
"14941218",47.4883,-111.2792
"14942297",47.4614,-111.385
"14943375",46.2553,-114.1642
"14944103",48.2333,-107.4103
"14944687",45.7317,-107.6092
"14945758",48.2383,-108.6783
"14946249",46.4328,-109.8311
"14947310",46.5775,-109.9475
"14948359",47.3889,-115.4225
"14948699",44.8667,-111.3392
"14949590",48.08,-116.0014
"14950665",47.6414,-110.6678
"14951705",48.7261,-110.4561
"14952781",48.3478,-107.1533
"14953752",48.1278,-107.3111
"14954706",46.9997,-109.8703
"14954753",46.9908,-112.0117
"14955805",48.4189,-104.4558
"14956646",47.6,-114.6833
"14957520",46.9192,-104.8967
"14958451",48.3425,-114.0217
"14959530",45.9228,-108.2444
"14960609",46.2942,-107.2278
"14961685",45.9353,-107.1375
"14962762",46.6825,-107.2039
"14963400",45.4733,-109.0106
"14964479",48.5594,-110.7719
"14965337",47.3144,-106.9103
"14966241",46.6786,-109.7536
"14967173",46.65,-109.48
"14968230",48.3042,-114.2636
"14969309",45.8728,-104.1583
"14970380",48.5217,-110.1075
"14970447",44.5994,-111.8125
"14970949",45.3675,-112.0964
"14971990",46.3614,-110.5997
"14973000",47.0706,-109.41
"14973554",46.9056,-109.4114
"14974499",47.0069,-109.2231
"14975577",48.41,-115.3181
"14976619",48.4036,-115.5392
"14976706",47.9578,-115.2144
"14977497",44.6331,-112.5928
"14978363",47.4083,-113.7125
"14979266",47.2253,-105.1522
"14980283",45.4956,-110.5589
"14981361",45.6969,-110.4539
"14982407",45.8756,-111.4106
"14983456",47.9364,-110.5025
"14984534",46.1422,-104.7353
"14985605",48.3589,-107.8714
"14986680",48.3939,-107.7286
"14987721",47.8417,-107.9556
"14988761",45.6628,-110.1147
"14989835",48.4828,-104.4514
"14990880",46.6008,-107.8706
"14991947",46.1047,-110.05
"14993025",46.7614,-104.9619
"14994066",46.8747,-111.1642
"14994951",46.9244,-114.0911
"14996030",46.2858,-105.2919
"14996999",47.0572,-109.9511
"14997857",45.7847,-108.9664
"14998601",45.1758,-105.7517
"14999665",47.0219,-107.8225
"15000706",45.2436,-109.7311
"15001785",47.0381,-110.7861
"15002136",45.4875,-111.6336
"15003210",45.435,-109.8081
"15004239",48.5497,-114.5739
"15004892",48.9989,-106.38
"15005930",48.6956,-106.3153
"15006971",46.3158,-113.3
"15007999",48.1056,-114.8778
"15008006",48.78,-104.5678
"15009063",46.4178,-104.5164
"15010140",48.7647,-114.2842
"15011182",47.6775,-114.2419
"15012244",46.1972,-108.0039
"15013323",48.9978,-107.8331
"15014272",46.8767,-113.5625
"15014792",45.8525,-105.035
"15015871",45.4339,-108.5361
"15016950",45.9717,-109.2536
"15018029",48.9975,-104.575
"15019090",45.1769,-109.2572
"15020169",45.5022,-104.4478
"15021247",45.3572,-109.1883
"15022302",47.19,-112.29
"15023342",46.4411,-108.5397
"15024413",46.3253,-108.7403
"15025491",48.2775,-110.6022
"15026498",48.8539,-110.5969
"15027471",46.2986,-109.2561
"15028547",46.5333,-109.3442
"15029626",48.4661,-107.3528
"15030696",48.7386,-113.4294
"15031165",47.5775,-108.7283
"15032206",47.4536,-104.3378
"15033248",48.8353,-105.4747
"15034277",47.2142,-113.5203
"15035298",48.5133,-111.855
"15036373",47.5314,-110.5764
"15037392",47.7283,-104.1467
"15038454",47.6781,-104.1564
"15039512",45.0156,-109.9683
"15040583",48.9981,-110.2158
"15041506",45.3242,-105.9136
"15042579",45.7375,-110.2253
"15043657",47.155,-110.2239
"15044716",46.5136,-114.0911
"15045621",45.9111,-113.7394
"15046659",48.3161,-113.3542
"15047727",47.4772,-111.7375
"15048415",47.9161,-113.8389
"15049490",46.7939,-105.3022
"15050558",47.07,-105.4953
"15050686",47.5933,-115.3594
"15051756",46.3736,-112.0225
"15052752",46.3311,-111.5383
"15053813",45.9467,-111.4758
"15054789",48.4806,-115.9061
"15055752",48.7167,-115.8833
"15056624",48.9992,-108.3894
"15057694",45.5472,-112.3261
"15058738",47.3558,-111.4406
"15058810",47.3392,-108.4992
"15059887",47.88,-105.3686
"15060886",45.2925,-111.9478
"15061074",45.8436,-105.6808
"15062142",48.0878,-109.6453
"15062848",46.0558,-104.1853
"15063901",48.8744,-104.0503
"15064950",46.3283,-114.0847
"15065664",48.5003,-113.9847
"15066733",44.6567,-111.0903
"15067778",48.7597,-107.625
"15068795",48.9703,-107.4222
"15069029",46.9878,-104.1567
"15070083",46.0306,-110.5056
"15071053",47.0831,-108.3164
"15072120",46.9258,-108.5664
"15073123",45.6178,-113.4514
"15073984",45.8025,-112.9939
"15074957",48.1,-105.6483
"15075981",48.9514,-115.6267
"15077055",45.3128,-107.9383
"15078068",47.9186,-108.5244
"15079132",40.4519,-96.5103
"15080203",42.4244,-103.7347
"15081272",42.5522,-99.8556
"15082351",41.6853,-98.0083
"15083424",42.1103,-102.8967
"15084162",41.5975,-99.8258
"15085211",41.4267,-99.1272
"15086288",41.4225,-100.1839
"15087129",41.5697,-101.6914
"15088208",41.0408,-96.3811
"15089184",42.5136,-99.0303
"15090213",40.3706,-95.7469
"15091292",40.9311,-97.9786
"15092325",41.8858,-98.5631
"15093331",40.2994,-96.75
"15094408",40.1306,-99.8278
"15095449",41.4636,-98.0739
"15096516",40.0503,-101.5325
"15097588",41.3536,-96.2094
"15098654",41.0469,-102.1467
"15099681",42.5939,-97.6436
"15100755",40.3058,-98.5047
"15101821",40.8836,-97.7492
"15102895",41.0233,-100.3669
"15103974",41.6681,-103.1039
"15104996",41.5639,-103.3678
"15106060",41.6111,-102.9014
"15107006",41.4539,-102.785
"15108031",41.4083,-99.675
"15109102",40.3325,-97.5653
"15109970",41.7769,-99.1433
"15111010",41.0103,-103.8769
"15112089",42.9131,-98.8511
"15113167",41.2519,-100.075
"15114246",40.2847,-100.1433
"15115296",40.6944,-99.7008
"15116362",41.1222,-98.0283
"15116990",42.8083,-103.0533
"15118001",42.2031,-98.7467
"15118451",41.0939,-102.4717
"15119353",40.5033,-97.9372
"15120404",40.5208,-98.0536
"15121482",41.4639,-97.3278
"15122561",40.8592,-99.9789
"15123571",41.7608,-102.4372
"15124583",40.6092,-96.8719
"15125662",42.7364,-97.4969
"15126740",40.2333,-100.83
"15127814",40.6742,-100.4936
"15128521",41.4086,-102.9661
"15129399",41.2492,-97.1328
"15130478",40.2764,-99.7836
"15131557",41.9872,-98.0747
"15132636",42.0633,-102.2819
"15133708",42.1717,-100.0106
"15134748",40.4767,-99.8861
"15135813",42.2822,-96.7261
"15136887",40.4181,-101.5147
"15136921",41.8036,-98.8239
"15137987",40.6864,-100.0536
"15139066",42.2611,-98.3417
"15140072",40.0739,-97.1669
"15141150",40.075,-95.5189
"15142197",41.4453,-96.0928
"15143204",42.6656,-103.4617
"15144123",40.0953,-98.945
"15145196",41.43,-96.4669
"15146275",40.6558,-97.2208
"15147354",40.5314,-97.5964
"15148433",41.4514,-97.7644
"15149474",42.8947,-102.2036
"15150545",40.9394,-100.1514
"15151586",41.5461,-98.5331
"15152663",41.0311,-97.4703
"15153703",41.1586,-96.1922
"15154782",42.9436,-98.5539
"15155823",40.0892,-99.2133
"15156878",41.6331,-103.9542
"15157954",42.6858,-103.8842
"15159026",42.7433,-103.9219
"15159526",42.8003,-103.7867
"15160554",42.6167,-97.2608
"15161484",42.3844,-96.9883
"15162261",40.6472,-98.3836
"15163340",42.5119,-102.6944
"15163527",40.175,-97.5903
"15164602",42.3208,-103.0733
"15165583",41.1056,-100.9775
"15166649",40.4517,-99.3803
"15167726",41.7175,-97.0031
"15168616",40.01,-97.4978
"15169660",41.6867,-97.4772
"15170085",40.5208,-101.655
"15171094",40.7258,-99.0133
"15172173",42.9503,-100.945
"15173239",41.2453,-103.6344
"15174037",41.2097,-101.6706
"15175116",41.4983,-102.6222
"15176188",41.1489,-102.6361
"15177254",41.2664,-102.6586
"15178329",41.1531,-102.64
"15179399",41.7614,-98.2139
"15180472",41.2789,-98.9697
"15181546",42.8294,-98.4583
"15182585",41.9378,-96.4789
"15183663",40.8508,-101.5428
"15184674",40.9081,-96.865
"15185666",41.2211,-99.2939
"15186097",40.2975,-101.3808
"15187129",40.2156,-100.6203
"15188203",40.4389,-100.6961
"15189273",40.2161,-100.63
"15190295",41.1431,-96.4808
"15191374",40.9283,-99.3886
"15192435",41.9178,-103.4842
"15193264",40.5156,-98.9514
"15194343",41.9481,-103.7008
"15194981",42.8014,-103.5545
"15195717",42.0425,-101.0458
"15196792",40.0783,-99.1386
"15197844",40.6986,-95.8867
"15198920",42.1303,-98.0275
"15199999",40.1983,-98.0733
"15200066",42.6531,-96.8775
"15201103",42.6008,-99.3333
"15202181",41.5669,-96.4422
"15203249",42.0289,-97.4855
"15204326",41.0569,-100.7494
"15205405",42.0644,-97.9667
"15206482",41.1439,-99.7633
"15206791",41.1275,-101.7206
"15207870",42.4594,-98.6564
"15208931",42.4667,-98.2194
"15209987",41.6028,-98.9269
"15211040",41.1844,-97.5514
"15212119",41.4014,-102.3464
"15213160",41.4953,-102.1844
"15214118",41.3039,-102.4375
"15215158",40.3283,-99.6522
"15216219",40.3503,-101.1047
"15217290",41.1519,-96.0492
"15218359",40.3211,-101.6739
"15219367",40.1117,-96.1514
"15220283",42.1958,-97.5206
"15221353",42.2614,-103.5189
"15222421",41.0756,-97.7872
"15223465",41.3061,-96.8056
"15223502",42.065,-100.2472
"15224533",41.0319,-98.9214
"15225611",40.9536,-96.7442
"15225726",40.0978,-98.5197
"15226769",40.3575,-100.6608
"15226803",42.3203,-98.0933
"15227880",41.2078,-98.4608
"15228959",40.0225,-95.7883
"15230038",41.8644,-103.6397
"15231088",40.8997,-97.0908
"15232139",41.2183,-97.3883
"15233205",40.3619,-97.7331
"15234248",40.2039,-95.7064
"15235325",41.2294,-103.0214
"15236281",42.8103,-98.6558
"15237354",41.0625,-96.0069
"15238237",42.8389,-99.7781
"15239312",42.0414,-97.1747
"15240378",41.4581,-100.5986
"15241457",40.5322,-100.3856
"15242467",40.0236,-98.0811
"15243471",41.1042,-97.3094
"15244543",40.6661,-96.1892
"15245621",40.2381,-96.0847
"15246700",41.7678,-99.3789
"15247633",40.3544,-96.1939
"15248712",41.7767,-96.2328
"15249055",40.1739,-101.0611
"15249626",40.8972,-97.3464
"15250700",42.8753,-100.5517
"15251776",42.5711,-100.6931
"15252838",41.3197,-96.3672
"15253909",42.7189,-98.2158
"15254973",40.2444,-96.4983
"15254974",40.2031,-96.4631
"15255929",42.2619,-96.8636
"15256574",40.8433,-101.2094
"15257629",42.1506,-96.4756
"15258395",42.2361,-97.0108
"15259425",40.3925,-97.2397
"15260222",41.2211,-96.7775
"15261254",41.845,-96.7142
"15262333",40.1119,-100.1047
"15263382",40.9153,-97.5997
"15264460",36.01,-114.7964
"15265505",40.7808,-115.1853
"15266579",39.4931,-117.0675
"15267651",40.5903,-116.475
"15268730",39.9003,-116.5875
"15269808",38.5208,-115.5444
"15270887",36.7753,-114.11
"15271615",37.6128,-114.5264
"15272682",39.1253,-119.7678
"15273479",37.8044,-114.4069
"15274553",41.6814,-115.5289
"15274839",38.9783,-119.8914
"15275902",41.9897,-118.6336
"15276588",36.4381,-115.36
"15277655",39.7086,-116.0494
"15278001",41.8678,-119.0147
"15279072",37.615,-118.0106
"15279983",40.8603,-115.7425
"15281062",39.5169,-115.9622
"15282141",39.4572,-118.7811
"15283152",38.8694,-117.923
"15284228",40.6517,-119.3578
"15285191",41.5697,-115.2111
"15286264",39.0753,-119.9411
"15287323",39.0056,-114.2206
"15288402",38.5236,-118.6278
"15289025",37.5581,-115.2236
"15290102",40.6564,-118.1631
"15291139",39.2472,-119.9419
"15292168",41.9828,-114.6586
"15293247",41.8756,-115.4308
"15293542",40.4447,-115.6581
"15294616",41.7436,-118.2258
"15295695",40.0633,-114.6147
"15296766",39.4689,-119.0644
"15297760",40.7442,-115.4855
"15298838",36.0469,-115.1847
"15299879",35.1692,-114.5806
"15300956",41.5167,-118.7192
"15302026",40.1808,-118.51
"15302245",38.8678,-115.0167
"15303317",41.9953,-117.72
"15304389",39.4136,-114.7733
"15305467",36.8239,-114.0525
"15305778",38.3878,-118.1092
"15306730",38.9547,-119.7758
"15307801",39.02,-119.7089
"15308880",41.2781,-114.1706
"15309547",41.3236,-114.0725
"15309840",41.0428,-114.1339
"15309965",39.3572,-115.3303
"15311038",36.26,-115.645
"15312112",36.2347,-115.1164
"15312465",41.5683,-117.8389
"15313543",36.5508,-114.4581
"15314621",41.95,-116.1
"15314647",36.2614,-116.0564
"15315726",40.4369,-116.1189
"15316798",37.9339,-114.4522
"15317140",37.6467,-115.7461
"15318192",36.0686,-115.4603
"15318893",39.5683,-119.7956
"15319934",40.2022,-115.493
"15321009",39.2764,-114.9911
"15322087",40.9711,-115.6136
"15322383",40.4661,-118.3047
"15323426",35.4661,-114.9217
"15324503",37.7617,-117.5658
"15325304",38.8822,-119.3511
"15326283",38.7839,-117.1739
"15327359",40.6764,-115.745
"15328434",39.6372,-119.7094
"15329496",39.5558,-119.7333
"15330568",38.0406,-114.18
"15331485",39.6253,-119.8836
"15332548",38.4231,-115.0225
"15333614",39.9508,-119.5986
"15334689",38.0694,-117.2355
"15335767",38.6944,-119.5453
"15336538",41.3144,-116.2225
"15337213",36.4303,-114.5139
"15338253",39.3128,-119.6483
"15339313",39.0747,-119.1189
"15340270",41.1844,-114.8803
"15340559",40.9847,-114.1697
"15340837",41.6358,-115.8008
"15341916",40.9386,-117.7514
"15342994",38.9992,-119.1575
"15344061",44.1472,-71.9656
"15344507",44.4536,-71.1856
"15345586",44.3153,-71.6672
"15345741",43.2589,-72.0022
"15346803",43.8597,-71.5969
"15346852",43.7167,-71.4667
"15347022",44.8611,-71.5392
"15348099",43.1433,-70.95
"15349164",42.8267,-71.6261
"15350243",43.81,-71.3425
"15351316",43.0303,-71.0839
"15352394",44.7925,-71.1633
"15353141",45.09,-71.2906
"15354220",43.4703,-71.6536
"15355250",44.3933,-71.1947
"15356312",43.0211,-70.8258
"15357377",42.7828,-71.7986
"15358330",42.9694,-71.9528
"15359079",43.7053,-72.2856
"15360143",44.2664,-71.2781
"15360269",44.2614,-71.2833
"15360615",43.1889,-71.7461
"15361623",42.7831,-71.4147
"15362702",42.8089,-72.0053
"15363780",44.4169,-71.5008
"15364859",42.9389,-72.3247
"15365938",43.5492,-71.4644
"15367017",44.4958,-71.5767
"15368094",44.05,-71.6667
"15368429",44.0425,-71.6728
"15369176",42.8942,-71.9842
"15370018",42.9892,-71.3933
"15371096",43.6931,-71.4733
"15372170",42.7347,-71.4803
"15373248",42.7914,-71.4736
"15374283",43.3772,-72.1811
"15375351",44.0561,-71.1297
"15376430",42.9589,-70.8228
"15377472",44.7497,-71.6294
"15378551",42.9453,-72.2369
"15379551",44.0625,-71.9497
"15379789",44.2581,-71.2525
"15380866",43.3544,-71.7364
"15381566",42.9967,-72.3128
"15382421",43.8644,-71.2664
"15383499",43.0336,-72.4328
"15384076",43.9458,-71.5111
"15384823",43.0989,-71.7572
"15385855",43.8669,-71.9164
"15386896",42.9108,-71.2019
"15387965",44.5067,-71.3336
"15389003",39.7417,-74.7258
"15389741",39.7575,-74.1069
"15390032",40.8292,-75.0836
"15391105",40.4592,-74.5836
"15392166",40.8917,-74.3964
"15393242",40.5561,-74.5717
"15394286",41.1092,-74.4828
"15395154",40.7436,-74.3539
"15396196",38.9533,-74.9361
"15397272",39.3428,-75.1756
"15397483",41.03,-74.4247
"15398562",40.6667,-74.3236
"15398781",39.3831,-74.8294
"15399828",40.5739,-74.8817
"15400907",41.1128,-74.6111
"15400991",40.3142,-74.2511
"15402063",39.6442,-74.8047
"15403141",40.7481,-74.1519
"15404220",41.1633,-74.4594
"15404843",40.2664,-74.5642
"15405921",39.7994,-74.7806
"15406960",40.3597,-74.9447
"15408034",40.2578,-74.0028
"15408770",39.4506,-74.7469
"15409644",39.7106,-75.2533
"15410233",40.4728,-74.4225
"15411311",41.0411,-74.4992
"15412175",39.9661,-75.0219
"15413254",40.0136,-74.8175
"15414333",40.6972,-75.2042
"15415409",40.5944,-75.1897
"15416472",39.4872,-75.22
"15417546",39.8367,-75.0447
"15418605",41.2214,-74.6625
"15419680",41.0444,-74.2933
"15420725",40.4519,-74.7792
"15421803",39.6986,-75.0133
"15421855",36.3028,-104.2497
"15422926",36.2403,-106.4278
"15423938",35.1317,-106.4808
"15424676",35.0217,-106.6939
"15425755",36.0908,-106.0567
"15426829",35.8742,-103.1819
"15427869",36.395,-105.2853
"15428850",31.9381,-108.7689
"15429894",31.3347,-108.53
"15430931",32.7547,-104.3836
"15432010",34.075,-107.6211
"15432989",36.835,-108.0006
"15434047",34.4219,-106.8325
"15434314",33.9114,-106.3494
"15435385",33.4594,-104.4042
"15436361",36.6669,-107.9603
"15437406",33.8044,-106.8908
"15438446",32.5158,-104.3828
"15439458",33.0389,-108.7136
"15440528",32.8964,-107.3078
"15441572",36.4819,-106.4403
"15442446",33.3433,-103.6783
"15443524",36.7386,-103.9936
"15444562",32.3478,-104.2225
"15445624",32.1783,-104.4433
"15446461",36.7408,-105.5956
"15447515",36.0286,-107.9106
"15448369",36.9178,-106.5781
"15449448",36.4661,-104.9456
"15450432",36.4594,-103.1997
"15451289",32.8339,-108.5047
"15452350",32.9544,-105.7353
"15453386",34.5989,-103.2161
"15454465",35.6414,-106.3322
"15455541",35.4072,-104.1906
"15456611",35.2489,-106.595
"15457626",35.0883,-107.5178
"15458669",32.2767,-104.5136
"15459338",35.1842,-105.0569
"15460348",36.9358,-107
"15461387",36.5575,-105.2628
"15461776",35.0381,-108.3492
"15462846",36.3467,-106.1878
"15463532",36.5928,-106.73
"15464604",33.1461,-107.1842
"15465647",32.9161,-105.3381
"15466537",34.8242,-106.0344
"15467585",36.6897,-108.3086
"15468663",34.3942,-104.2503
"15469083",35.5283,-108.703
"15470150",35.8917,-105.4481
"15471221",36.3336,-106.4744
"15472284",33.1975,-108.2075
"15473343",33.3217,-108.8794
"15474272",35.2656,-106.2144
"15475221",34.2594,-106.0931
"15476264",35.1664,-107.8992
"15476937",36.5939,-103.6192
"15477977",31.9194,-108.3442
"15478978",32.9203,-107.5656
"15480057",32.7264,-103.1314
"15481123",32.6933,-103.2125
"15482186",32.8111,-104.7386
"15483262",34.6344,-103.8903
"15483785",32.1103,-103.1872
"15484742",35.3886,-106.5439
"15485803",35.7783,-106.6872
"15486662",35.9547,-107.0856
"15487581",32.6161,-106.7403
"15488586",34.0311,-107.125
"15489355",36.9825,-104.3753
"15490241",35.5678,-105.2131
"15490303",36.3042,-107.0542
"15491305",35.8644,-106.3214
"15492357",34.7675,-106.7611
"15493435",36.5697,-104.5867
"15494324",35.6022,-103.3644
"15494696",34.4278,-103.625
"15495736",35.0128,-106.045
"15496815",35.8022,-103.9439
"15497855",32.9539,-105.8225
"15498877",34.5208,-106.2606
"15499954",34.6242,-106.3103
"15501031",32.6236,-103.0842
"15502101",36.8047,-107.6214
"15503094",36.1839,-105.0608
"15504173",32.1664,-103.425
"15504436",36.3339,-107.8408
"15505422",36.2994,-103.7408
"15506492",35.5489,-105.6886
"15507244",34.6153,-105.4739
"15508321",35.1392,-106.7108
"15509063",33.3503,-105.14
"15510136",34.4931,-107.8883
"15510477",35.3139,-106.4769
"15510882",34.1742,-103.3519
"15511961",34.3447,-108.4922
"15512937",34.78,-103.7492
"15513938",36.9194,-104.4325
"15514721",36.8864,-104.4428
"15515323",36.71,-105.4164
"15515464",32.7047,-108.7281
"15516500",33.7158,-108.7769
"15517475",35.1303,-106.6831
"15518123",35.2836,-106.6194
"15519202",35.2522,-106.6347
"15521240",33.4278,-104.5339
"15522290",33.3678,-105.6611
"15522413",35.1086,-103.3283
"15523388",35.6194,-105.9753
"15524367",35.6008,-105.9322
"15525441",31.8728,-106.6981
"15526520",34.0828,-106.8831
"15526888",35.1767,-105.9439
"15527780",32.2822,-106.7597
"15528858",34.6033,-104.3811
"15529898",36.3906,-105.5864
"15530081",33.2422,-103.3611
"15530986",35.3,-108.1472
"15531421",35.7992,-107.1814
"15532496",36.6511,-105.9725
"15532607",33.1353,-107.2317
"15533635",35.2006,-103.6867
"15534708",33.0719,-106.0411
"15535774",35.36,-103.4433
"15535841",35.8167,-104.9244
"15536759",35.2667,-105.3572
"15537702",32.3778,-103.7986
"15538589",32.7822,-106.1758
"15539617",32.5564,-108.3667
"15540677",35.9478,-106.7469
"15541725",34.4031,-104.6128
"15542686",42.1014,-77.2344
"15543520",43.2631,-78.1986
"15544488",42.4697,-73.9267
"15545558",42.25,-77.7583
"15546637",42.1003,-78.7497
"15547716",42.3108,-78.0231
"15548795",42.5347,-78.4575
"15549516",42.1394,-74.6536
"15550005",42.8108,-78.3978
"15551084",42.9328,-76.5447
"15552163",42.7339,-76.6592
"15553242",42.9203,-77.7558
"15554313",40.9342,-72.7397
"15555391",43.15,-76.3333
"15556152",43.0297,-78.1683
"15557231",43.8869,-75.435
"15557728",43.5317,-75.9525
"15558761",43.8,-74.8667
"15559446",42.2117,-75.9858
"15560517",43.4361,-75.3697
"15561596",43.2386,-76.1964
"15562495",40.9519,-72.2981
"15563103",42.7481,-77.3425
"15564062",43.2161,-77.9528
"15565138",42.9461,-78.8367
"15566125",42.9361,-73.4325
"15567204",41.8275,-74.9506
"15568265",43.0539,-73.3619
"15568712",43.3306,-75.8417
"15569783",42.845,-77.2808
"15570862",42.1944,-76.3128
"15571932",41.4725,-73.655
"15573009",42.9481,-76.7342
"15573969",40.8839,-73.3722
"15575033",42.0025,-76.6383
"15575539",41.9136,-74.5722
"15575782",43.0589,-76.8383
"15576725",42.6672,-74.4425
"15577762",42.6472,-78.7111
"15578841",44.5842,-74.9572
"15579881",43.3203,-73.9256
"15580955",42.7167,-74.9267
"15582034",42.1131,-73.5522
"15582343",42.1342,-77.0692
"15583422",44.7192,-73.7206
"15584367",42.565,-77.7175
"15585444",42.7672,-74.1711
"15586450",42.2533,-74.905
"15587208",43.2736,-75.4272
"15587970",40.7211,-73.0908
"15588960",42.0772,-74.9828
"15589899",42.7583,-74.1328
"15590051",42.4717,-79.3336
"15591130",42.2356,-74.1433
"15592190",42.3328,-75.2297
"15593268",44.2139,-73.5986
"15594337",44.9131,-73.8222
"15595406",42.0997,-76.8358
"15596485",42.9383,-74.6228
"15596516",42.3294,-78.4636
"15597595",42.5192,-76.3311
"15598673",43.305,-76.3939
"15599751",43.3242,-76.4186
"15600271",42.8767,-77.0308
"15601349",43.7117,-75.4258
"15602428",43.3247,-73.6781
"15602459",43.115,-74.4236
"15603506",44.3539,-75.5122
"15604584",42.3239,-75.7711
"15605656",41.1019,-72.3731
"15605701",42.7517,-78.8911
"15605913",42.7275,-78.8811
"15606227",42.7742,-77.6083
"15607306",43.5753,-75.5208
"15608385",42.7914,-77.5133
"15609463",43.8525,-75.7158
"15610542",42.3489,-77.7044
"15611621",42.2475,-73.7922
"15611752",43.7547,-74.2756
"15612828",42.4492,-76.4492
"15613907",42.11,-79.1592
"15614986",43.3386,-78.1289
"15615007",43.2614,-73.8342
"15616013",44.2489,-73.985
"15616174",42.7069,-78.9497
"15616878",43.3714,-78.2664
"15617040",42.4486,-74.4653
"15618078",42.9736,-77.9672
"15618361",41.8017,-74.74
"15619340",43.0603,-74.8686
"15619371",42.2472,-78.8125
"15620450",43.1878,-78.6092
"15621106",43.7928,-75.4828
"15622185",43.3392,-78.3892
"15622891",43.0731,-77.3019
"15623819",44.8419,-74.3081
"15624898",42.4694,-75.0106
"15625977",40.9886,-72.5103
"15626987",42.4422,-76.7586
"15628066",43.2092,-78.3894
"15629108",42.8503,-73.6094
"15630071",41.7681,-74.155
"15631112",42.8417,-75.7264
"15632186",42.7314,-77.9053
"15633265",40.9331,-73.0192
"15634343",42.3244,-78.8669
"15634928",42.3114,-78.9083
"15635413",43.0467,-77.0842
"15636310",43.9708,-74.2219
"15637379",43.29,-78.7228
"15637713",43.2097,-75.6453
"15638522",43.1139,-78.9353
"15639601",43.6611,-73.8969
"15640680",43.0219,-78.8467
"15641664",43.1592,-74.2042
"15642392",42.5117,-75.5197
"15643460",44.7281,-75.4442
"15644536",43.7025,-74.9839
"15645334",42.0736,-78.4517
"15646412",42.4603,-75.0642
"15646676",41.1322,-72.2583
"15647052",43.4992,-75.7122
"15647728",43.4622,-76.4933
"15648769",42.0811,-76.3178
"15649229",43.3319,-76.2692
"15650283",42.9114,-77.9808
"15651072",42.8733,-77.9925
"15651322",43.1011,-78.7139
"15651449",42.4647,-79.0031
"15652526",44.5658,-73.57
"15653536",42.0675,-74.3356
"15654577",42.1389,-74.0914
"15655440",44.6917,-73.4556
"15656485",42.57,-78.0406
"15657560",42.3717,-79.4867
"15658636",41.3892,-74.6906
"15659709",41.7269,-73.9203
"15660777",43.5697,-76.1164
"15661856",43.6414,-75.8839
"15662290",40.9619,-72.7158
"15663369",41.5917,-74.6142
"15664069",41.8481,-74.0472
"15664769",42.4261,-78.1922
"15665846",43.17,-78.8178
"15666242",43.0333,-73.8167
"15667222",42.665,-74.3036
"15668242",43.1131,-73.5775
"15668246",40.9586,-73.1047
"15668852",42.6772,-75.5067
"15669931",41.3325,-73.8369
"15670425",42.7058,-78.0936
"15671504",42.5381,-79.17
"15671904",42.9461,-76.4314
"15672918",42.0167,-74.4167
"15672928",43.2358,-77.0842
"15674005",42.5497,-78.5767
"15675066",43.9,-75.0367
"15675788",43.0344,-76.1344
"15676044",44.2756,-75.8369
"15676628",40.8217,-73.4908
"15677007",43.2761,-75.1567
"15678086",42.9464,-74.2886
"15678117",42.7508,-73.6856
"15679166",44.2308,-74.4383
"15680229",40.8656,-72.8642
"15681308",42.7392,-78.5878
"15682386",42.1847,-75.1456
"15683464",42.6856,-78.2203
"15684542",42.9014,-76.8642
"15685166",43.9761,-75.8753
"15686237",42.0019,-76.525
"15687299",43.2419,-77.3883
"15688378",42.1172,-77.9475
"15689457",42.8847,-77.5339
"15690534",43.1594,-75.4611
"15691613",41.3906,-73.9608
"15692464",43.5575,-73.4011
"15693371",42.0597,-77.7553
"15694424",42.3417,-75.9653
"15695502",44.3931,-73.8589
"15696306",42.3031,-74.2011
"15696316",42.8206,-78.1481
"15697395",41.2664,-73.7975
"15698008",43.2683,-79.0103
"15699085",35.3992,-80.1994
"15700120",35.7425,-78.8369
"15701175",36.2911,-77.9822
"15702006",35.7044,-79.8378
"15703062",34.6997,-76.7381
"15704114",35.3872,-76.7764
"15704925",36.1617,-81.8742
"15706004",35.7667,-82.4333
"15706306",35.76,-82.4325
"15707383",35.1311,-76.8161
"15708462",36.1875,-81.8742
"15709538",35.5044,-82.5967
"15710612",35.6542,-79.0706
"15711444",34.9836,-79.8769
"15711856",36.2139,-81.6456
"15712935",35.2283,-82.7358
"15714014",35.7428,-81.8361
"15715082",35.4467,-83.4622
"15716161",34.5322,-77.8639
"15717056",36.0603,-79.4481
"15717939",35.9253,-82.2692
"15719018",36.1414,-78.7736
"15719690",35.5453,-82.6986
"15720769",35.9494,-79.2386
"15721840",35.7044,-82.7697
"15722090",35.3319,-79.4067
"15722988",35.7192,-78.7878
"15724061",35.5119,-81.6189
"15725118",35.6486,-81.1342
"15726189",34.9833,-76.3
"15727230",35.9086,-79.0794
"15728215",35.7369,-79.0047
"15729171",35.635,-78.3978
"15729997",35.6408,-78.4633
"15731069",35.0247,-78.2758
"15732127",35.7108,-76.1269
"15733206",35.9167,-76.2667
"15734057",35.4111,-80.5833
